,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.8833638848067151,0.7784127807060766,0.64111982421875
1,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.8674725795121424,0.7806162174575233,0.82296693359375
2,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.8899608719337158,0.7655078450276933,0.888506484375
3,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.8794284554047334,0.8059477772654634,0.834185078125
4,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.8773984949071064,0.7329319604444349,0.87714453125
5,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6128298153559366,0.3300664373885605,0.33955078125
6,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.5772845815213901,0.3589246132429765,0.686689453125
7,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6151489134081971,0.2764077196626612,0.78236328125
8,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.5715049451598074,0.35435425745272126,0.671591796875
9,cae_500,multivariate_gaps_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.6295351428889588,0.28765522037119046,0.795693359375
