,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,single gap train,0.7621743164416863,0.5621409749322156,0.483817177734375
1,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,adenine,single gap train,0.7344931206857181,0.5599817390546894,0.739743408203125
2,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,cytosine,single gap train,0.7616572053598275,0.5297241533330146,0.829448486328125
3,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,thymine,single gap train,0.7472815761366177,0.5928083617753018,0.748294453125
4,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,guanine,single gap train,0.7643623671717966,0.5267277583271519,0.82532091796875
5,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,single gap train,0.66359130970637,0.42908465561913633,0.392080078125
6,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,adenine,single gap train,0.6310059966800192,0.4405260454188603,0.715712890625
7,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,cytosine,single gap train,0.6454124394984102,0.38573411559717297,0.81115234375
8,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,thymine,single gap train,0.630989354866136,0.43757834391233397,0.71703125
9,cae_1000,single_gap_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,guanine,single gap train,0.6509957373835564,0.39025776403691603,0.8106640625
