,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.9908989324265847,0.981638768808996,0.95821201171875
1,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.9916048640544771,0.9831911933371595,0.97820634765625
2,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.9904348100992368,0.9733003947202216,0.98138818359375
3,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.9908968599887389,0.9840539014734584,0.979908837890625
4,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.9900861272640532,0.9837035142567783,0.985244677734375
5,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6423460883935292,0.3608233506319604,0.3675390625
6,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.6101276813254679,0.3870631100492071,0.701181640625
7,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6535561679668326,0.3342177146753163,0.798369140625
8,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.6073863032501984,0.37302286969834697,0.69841796875
9,cae_200,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.6393862626280291,0.3153587828278572,0.793759765625
