,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,single gap train,0.9998136468689572,0.999531582572303,0.987219873046875
1,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,adenine,single gap train,0.9998359453006073,0.999618195216928,0.99377626953125
2,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,cytosine,single gap train,0.9998332399094152,0.9993747773315969,0.995312353515625
3,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,thymine,single gap train,0.9998637456249767,0.999682861460621,0.994221728515625
4,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,reconstruction,guanine,single gap train,0.9996711802327727,0.9992616472522835,0.99547080078125
5,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,single gap train,0.672245154841741,0.39641140861767055,0.393466796875
6,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,adenine,single gap train,0.637738824496324,0.4160419535161045,0.709873046875
7,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,cytosine,single gap train,0.6871199779367878,0.36129900360273726,0.79951171875
8,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,thymine,single gap train,0.6395199793170396,0.42436891104937136,0.700244140625
9,cae_200,multivariate_gaps_with_weight_10,build_synthetic_dataset_cae_cached,gap_filling,guanine,single gap train,0.6850509125237059,0.359141251963881,0.797900390625
