,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.7611484809232664,0.5602977034725132,0.4829594921875
1,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.7333564113627963,0.5582189276710594,0.739286953125
2,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.7605708228033735,0.5278459676084003,0.82916845703125
3,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.7460995027124444,0.5905932307431845,0.747855458984375
4,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.763465644964291,0.5251210580976824,0.825084990234375
5,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6595983239968618,0.4231692652410693,0.387998046875
6,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.6277414167964399,0.4359326224390395,0.715009765625
7,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.641858047219019,0.38021954882009334,0.810283203125
8,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.6258413574008179,0.43091230586032203,0.7162109375
9,cae_1000,single_gap_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.6463544535655582,0.3837242682401498,0.80982421875
