,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.7883146845082966,0.6047537611980967,0.504165029296875
1,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.760657629178166,0.5961644326467379,0.752613681640625
2,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.7981637999956815,0.5940000734338904,0.8432216796875
3,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.7900047541373346,0.66311087237716,0.775422353515625
4,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.7623112839602448,0.5024745112198193,0.819413818359375
5,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.653510206524531,0.4144250234099987,0.37716796875
6,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.6245131525651488,0.4272609204119586,0.71921875
7,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6361915733800445,0.3687501804789576,0.810771484375
8,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.6153581666494564,0.4216078057524251,0.714365234375
9,cae_1000,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.634949699811375,0.3707503224324137,0.808818359375
