,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.7434727381299275,0.5386038181001586,0.465498896484375
1,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.7341489593190978,0.5662475792442729,0.740245732421875
2,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.7642618187030501,0.5246052825207026,0.823009345703125
3,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.7366767750006135,0.576772816081901,0.743721123046875
4,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.7443957672466479,0.4958055621086942,0.820735078125
5,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6287661499977112,0.3957608122358713,0.36123046875
6,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.6299098115758524,0.43138851409803675,0.71966796875
7,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6452734386821718,0.37162730633948093,0.802470703125
8,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.6257043360098528,0.4358009887838271,0.71634765625
9,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.6417839377100417,0.3795719445241763,0.80791015625
