,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,single gap train,0.8854864213086459,0.7818662232215078,0.64396134765625
1,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,adenine,single gap train,0.8696441904968363,0.7844601029847912,0.82438896484375
2,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,cytosine,single gap train,0.8923330773641204,0.7692129970796615,0.88938013671875
3,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,thymine,single gap train,0.8818086411224618,0.8091990596322658,0.8355008203125
4,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,guanine,single gap train,0.8795314722950336,0.7367290254142037,0.878012109375
5,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,single gap train,0.619493084303538,0.33602856018315086,0.3458984375
6,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,adenine,single gap train,0.5851267263184671,0.3655417453772614,0.683525390625
7,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,cytosine,single gap train,0.61738618060478,0.28046723370897336,0.780126953125
8,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,thymine,single gap train,0.5753563782666394,0.3584627942570524,0.669111328125
9,cae_500,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,guanine,single gap train,0.6462712697054329,0.30059319676194624,0.7958984375
