,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.9877257875482817,0.972539444448733,0.957761572265625
1,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.9869147004586423,0.9688159353596397,0.975810302734375
2,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.9889253241633073,0.9644437307782059,0.97909521484375
3,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.9873841233637557,0.9812087598455763,0.98030458984375
4,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.9873403484774979,0.9724687729052408,0.9820923828125
5,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6152443651040395,0.3291395109650645,0.3412890625
6,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.5797154256269907,0.35954363124055816,0.678896484375
7,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6427407255417456,0.2899786261171542,0.775537109375
8,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.5752248769147196,0.3499030406432155,0.683564453125
9,cae_200,single_gap_with_weight_2,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.6164996555658719,0.29353013426390784,0.784013671875
