,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
0,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.7446239646883104,0.5396496352906718,0.466604375,0.45983388761339006,,,,,,,,
1,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.7340388171818516,0.5655846669295722,0.740418603515625,0.5769548847904031,0.2868625925794863,0.7671866878704674,0.17641303405592268,0.05353495232742349,70472677.0,5346188.0,24958761.0,1622374.0
2,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.7601315789664084,0.5195181323386799,0.82268533203125,0.613801352164244,0.3751737996861317,0.6666193405379109,0.2610450667715735,0.13055033242721067,78791831.0,5451147.0,15430868.0,2726154.0
3,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.7370527873267563,0.5773916243071678,0.744453818359375,0.5888991553981555,0.3246639421053122,0.7463819105733505,0.20745083340108147,0.07049110284134881,69942030.0,6290041.0,24030594.0,2137335.0
4,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.7401995065689453,0.4920750633978511,0.82096390625,0.5859951907506521,0.30113058495641637,0.7395990293594608,0.18905189499282538,0.06656214381487317,80116956.0,3949748.0,16942653.0,1390643.0
5,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6393349496205647,0.40573685394335546,0.368984375,0.3638955142902932,,,,,,,,
6,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.6286248358564984,0.4360956695154733,0.719033203125,0.529045109313548,0.12248757129350046,0.766412213740458,0.06656280041104518,0.020287068651175126,71621.0,2008.0,28159.0,612.0
7,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6470106694172526,0.3767193559319637,0.80080078125,0.5601401158762459,0.239731643682445,0.5363575717144763,0.15436306038206776,0.1334357300566382,78786.0,3216.0,17618.0,2780.0
8,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.6291633463190136,0.44018394438431263,0.714365234375,0.5314668072122323,0.13701944354291445,0.716224552745219,0.07575609278653225,0.030015333920589866,70829.0,2322.0,28329.0,920.0
9,cae_1000,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.638464305923059,0.3802293269378849,0.81279296875,0.5476804224119531,0.18076923076923077,0.7975113122171946,0.10193753614806246,0.025882012724117987,81115.0,2115.0,18633.0,537.0
