,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.999458047717468,0.9985520339273701,0.97702333984375
1,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.9994481369786424,0.9987614733619283,0.988670703125
2,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.9994565560295033,0.998108293768273,0.992024658203125
3,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.9994942274319392,0.9988441870093494,0.989313916015625
4,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.9993286409540583,0.9980460132390716,0.992191748046875
5,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.663703483549754,0.38517423565946474,0.3864453125
6,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.6281170876534814,0.4047292374835694,0.70751953125
7,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6826829980127957,0.35195928123238895,0.798447265625
8,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.6322175000400833,0.41324562929329367,0.69953125
9,cae_200,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.6668162714590573,0.34069714306543863,0.797158203125
