,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.7553853886931472,0.5594616234196028,0.482572783203125
1,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.733894645412631,0.5641671835115024,0.74067701171875
2,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.7589443246775397,0.529071879016542,0.83011662109375
3,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.7490331533041373,0.6060372859459889,0.75230310546875
4,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.7391439725083468,0.4902983096140962,0.81981810546875
5,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6642313619454703,0.4294659332567669,0.391142578125
6,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.6356631333040035,0.44308083934213793,0.71482421875
7,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6430475834962117,0.38111332090424677,0.8101171875
8,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.6296740127338293,0.44079395150060446,0.710673828125
9,cae_1000,multivariate_gaps_with_weight_10,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.6489374753493188,0.38395709678592604,0.813271484375
