,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
0,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,single gap train,0.7453894455691884,0.5409331957092219,0.46728783203125,0.4604235236212806,,,,,,,,
1,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,adenine,single gap train,0.7347089774514446,0.5666464097529879,0.740662724609375,0.5774005785444153,0.2881434818273131,0.7677526250215342,0.17735264956228766,0.05364968606282756,70469200.0,5374663.0,24930286.0,1625851.0
2,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,cytosine,single gap train,0.7608124191072045,0.5208262639987541,0.8228965234375,0.6141975387263475,0.376089076640253,0.6677781756470068,0.2617536669713148,0.13022330459967585,78798660.0,5465944.0,15416071.0,2719325.0
3,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,thymine,single gap train,0.7377475921818548,0.5784963837157903,0.74470677734375,0.589394758442202,0.3260322380152089,0.746740785976301,0.20854144380551395,0.07072741055719974,69934865.0,6323109.0,23997526.0,2144500.0
4,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,guanine,single gap train,0.7408898753531505,0.4934711670947925,0.821138330078125,0.5863566487644768,0.3020893344826326,0.7408003160627611,0.18972931832966444,0.06638466301695052,80120664.0,3963901.0,16928500.0,1386935.0
5,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,single gap train,0.6436640141010285,0.41143394287076496,0.3735546875,0.367847582047184,,,,,,,,
6,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,adenine,single gap train,0.6316394710068608,0.44044203004549953,0.71958984375,0.5307041247884595,0.12966779825412222,0.7571681415929203,0.0709052938641562,0.022740080220108067,71547.0,2139.0,28028.0,686.0
7,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,cytosine,single gap train,0.6503529171719424,0.3816931197081035,0.800654296875,0.5618529577134203,0.24527674048877876,0.5338805729921133,0.15921090525103196,0.13900355188633964,78670.0,3317.0,17517.0,2896.0
8,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,thymine,single gap train,0.6329040513730463,0.44428391205328444,0.714794921875,0.5329507685428326,0.14357350224333595,0.7095652173913043,0.07986688851913477,0.03269061368307723,70747.0,2448.0,28203.0,1002.0
9,cae_1000,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,guanine,single gap train,0.6418134281308259,0.3851073833845963,0.813525390625,0.5505663351105625,0.19071837253655435,0.7903055848261328,0.10844418739155581,0.02877385772122614,81055.0,2250.0,18498.0,597.0
