,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score
0,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,single gap train,0.7672514941746654,0.577484128860372,0.4947492578125
1,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,adenine,single gap train,0.754698585677053,0.6059489659240164,0.75326181640625
2,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,cytosine,single gap train,0.7563622998862655,0.514081206846199,0.824923916015625
3,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,thymine,single gap train,0.7505616964017359,0.5968692887150507,0.749287138671875
4,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,reconstruction,guanine,single gap train,0.7665891738499191,0.5486403453862118,0.832419453125
5,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,single gap train,0.6726337598482768,0.4362264902809355,0.394013671875
6,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,adenine,single gap train,0.6392692800014346,0.4479519179651109,0.714697265625
7,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,cytosine,single gap train,0.6528549761345724,0.3886220855639339,0.81287109375
8,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,thymine,single gap train,0.6380215795743109,0.44849496220376445,0.712021484375
9,cae_1000,multivariate_gaps_with_weight_2,build_synthetic_dataset_cae_cached,gap_filling,guanine,single gap train,0.674665821938055,0.4014126853363741,0.8133984375
