,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
0,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.8943302911881579,0.7884624510893106,0.65253525390625,0.6454669570761273,,,,,,,,
1,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.8755665469017271,0.7812890441897208,0.81571560546875,0.7142088225400961,0.5991636839454141,0.8396094077418371,0.46577572859761535,0.08897714137121654,34712726.0,7051913.0,8088234.0,1347127.0
2,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.909157989957475,0.7937351165740335,0.89089103515625,0.7560905788969885,0.6640663744414792,0.8938025349175192,0.5282810563292354,0.06276790100895965,40092104.0,5521517.0,4930338.0,656041.0
3,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.8894496508459635,0.8144672893233738,0.836286796875,0.7483554217315069,0.6583734317165109,0.8616956436157983,0.5326835743125854,0.08549707712644104,34740991.0,8076893.0,7085754.0,1296362.0
4,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.8886074361088983,0.741740050852701,0.87230888671875,0.7118914501790649,0.5848662978513997,0.868410721377021,0.4409061983651866,0.06681000954395884,40056795.0,4605420.0,5839931.0,697854.0
5,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6045600138664247,0.3324185422581413,0.33529296875,0.3186901141663434,,,,,,,,
6,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.5819439058490186,0.3666007780564322,0.700283203125,0.5134956564453359,0.09351094308414803,0.4687592537755404,0.05193569553805774,0.058858267716535434,70126.0,1583.0,28897.0,1794.0
7,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.5925747872160875,0.28347793052675513,0.795703125,0.5144854382741177,0.07409046649552979,0.47855917667238423,0.040153514032142,0.043751499160470136,80643.0,837.0,20008.0,912.0
8,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.5728719636783548,0.3504223171536488,0.6996875,0.5075018578354422,0.06369504323468518,0.42816209578387227,0.034406762935429755,0.045952435775138974,70602.0,1046.0,29355.0,1397.0
9,cae_500,multivariate_gaps,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.5852091129645529,0.2760423607884891,0.79912109375,0.5056046871271425,0.026041666666666664,0.6165919282511211,0.013301731643610332,0.008271258585663152,81555.0,275.0,20399.0,171.0
