,model,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
0,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9995292426427206,0.9991707422956355,0.986044921875,0.9855486618610643,,,,,,,,
1,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996716675014805,0.9992198760296975,0.9913623046875,0.988682959052391,0.9852375428728792,0.9882973380210949,0.9821966356633001,0.01163042212276002,144000.0,59031.0,1070.0,699.0
2,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9997022731623291,0.998870634993167,0.99240234375,0.988427247848705,0.9814594156617892,0.9812255789574001,0.9816933638443935,0.018783371472158656,162060.0,41184.0,768.0,788.0
3,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9999020630348538,0.9997715424081153,0.9952880859375,0.9942092297077374,0.9920544087739088,0.9925529285773128,0.9915563894923958,0.007439594443347159,143592.0,60243.0,513.0,452.0
4,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9985716976035366,0.9982884251525528,0.994052734375,0.9894113421600437,0.985439330543933,0.9893660433519768,0.9815436641185016,0.010549879736133933,162366.0,41216.0,775.0,443.0
5,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6505734125773113,0.36518530993461873,0.3759765625,0.3719497693799927,,,,,,,,
6,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.5705767717943216,0.36849601176675095,0.681640625,0.5078309375670457,0.09444444444444444,0.38636363636363635,0.05379746835443038,0.08544303797468354,681.0,17.0,299.0,27.0
7,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.7064027983015656,0.3393615630613231,0.7958984375,0.5560096768360736,0.23999999999999996,0.4024390243902439,0.17098445595854922,0.2538860103626943,782.0,33.0,160.0,49.0
8,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.6244560962732354,0.4000391680906008,0.673828125,0.5526972163052779,0.31557377049180324,0.4230769230769231,0.25163398692810457,0.3431372549019608,613.0,77.0,229.0,105.0
9,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.6676607860979834,0.3501229530044009,0.796875,0.5272962104089001,0.1260504201680672,0.5172413793103449,0.07177033492822966,0.06698564593301436,801.0,15.0,194.0,14.0
10,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9995255984425544,0.9991401498898218,0.9858544921875,0.9852506204726648,,,,,,,,
11,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996667800918694,0.9992219003163101,0.9916162109375,0.9892638267586348,0.9858747069227921,0.9883057333245365,0.9834556108129401,0.011636876918279252,143164.0,59919.0,1008.0,709.0
12,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996894249770545,0.9988152768526938,0.992451171875,0.9884523512686951,0.9815080618152242,0.9813202583114088,0.9816959372158683,0.018686892855433793,162225.0,41029.0,765.0,781.0
13,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9998962437073525,0.9997569604177989,0.995078125,0.9938307114147644,0.9916552146629799,0.992526183216227,0.9907857733664185,0.007460711331679074,143899.0,59893.0,557.0,451.0
14,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9985766372003336,0.9981945659460596,0.99384765625,0.9886775655623459,0.9847917923958963,0.9896654617791902,0.9799658891638041,0.010233250858776334,162745.0,40795.0,834.0,426.0
15,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6436834335327148,0.3656520552743111,0.359375,0.3482080634438921,,,,,,,,
16,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.5711792392097395,0.35351326108206094,0.7294921875,0.5237049541494398,0.11501597444089456,0.6,0.0636042402826855,0.04240282685512368,729.0,18.0,265.0,12.0
17,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6834531951742155,0.35359598156116323,0.7822265625,0.5429976223324625,0.2064056939501779,0.4027777777777778,0.13875598086124402,0.20574162679425836,772.0,29.0,180.0,43.0
18,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.5823379543903016,0.37635006523665804,0.65234375,0.5220128592399573,0.24255319148936166,0.37254901960784315,0.17981072555205047,0.3028391167192429,611.0,57.0,260.0,96.0
19,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.6865668209388565,0.39582130362341267,0.8017578125,0.546689855405755,0.18473895582329317,0.6764705882352942,0.10697674418604651,0.05116279069767442,798.0,23.0,192.0,11.0
20,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9995481521765389,0.9991753070546321,0.9863671875,0.9858527712799503,,,,,,,,
21,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996648886430316,0.9992143982695375,0.9917626953125,0.9894383134196555,0.9860288698043048,0.9883124429318503,0.9837558250983244,0.011633671547080015,143582.0,59531.0,983.0,704.0
22,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9997009330865348,0.9988537676625978,0.9925,0.9886373794059103,0.9816206384913608,0.981127562369938,0.9821142104633066,0.01889141625763199,162246.0,41018.0,747.0,789.0
23,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9999020735228082,0.9997694312475691,0.9953955078125,0.994160678453684,0.9921608073620244,0.9931598042805312,0.991163818160679,0.006826448751806268,144182.0,59675.0,532.0,411.0
24,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9986851936422528,0.9983582358932296,0.9942333984375,0.9894094121499151,0.9859767030409536,0.9908121136911439,0.9811882592049913,0.009098643474972821,162101.0,41518.0,796.0,385.0
25,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6497983932495117,0.3789771796235518,0.3759765625,0.3657236729777701,,,,,,,,
26,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.6102049594285687,0.38583871538927544,0.7275390625,0.5259183545252006,0.14678899082568808,0.48,0.08664259927797834,0.09386281588447654,721.0,24.0,253.0,26.0
27,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6911949866329377,0.35676814843694354,0.7734375,0.5390116997729036,0.2,0.38666666666666666,0.13488372093023257,0.21395348837209302,763.0,29.0,186.0,46.0
28,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.6240442669646873,0.41580571973136116,0.7001953125,0.5698485819034249,0.3282275711159737,0.5,0.24429967426710097,0.24429967426710097,642.0,75.0,232.0,75.0
29,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.6514198303434849,0.3640971686928996,0.7822265625,0.5267946043665693,0.12549019607843137,0.5333333333333333,0.07111111111111111,0.06222222222222222,785.0,16.0,209.0,14.0
30,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9995519187847774,0.9991677943738356,0.98609375,0.9855294987854771,,,,,,,,
31,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996658255153595,0.9992175115036434,0.9914501953125,0.9889966410201991,0.9855603110594328,0.988176150551504,0.9829582839847348,0.011761415975786288,143293.0,59756.0,1036.0,715.0
32,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996732701725358,0.9987602830556275,0.992412109375,0.988027707090614,0.9813945692256119,0.9821706726736802,0.98061969135064,0.01780117238904175,162261.0,40985.0,810.0,744.0
33,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9999043800950024,0.9997791960604343,0.9953076171875,0.9941657239219542,0.9921249518564955,0.9929141994849673,0.9913369579457618,0.007074544739944975,143304.0,60535.0,529.0,432.0
34,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9986891069669834,0.9983071524873979,0.9941455078125,0.9894876685349492,0.985376443756022,0.9890798687625484,0.9817006488614547,0.010838659505698803,163205.0,40396.0,753.0,446.0
35,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6389408111572266,0.3598460891170459,0.361328125,0.3583468250074387,,,,,,,,
36,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.5671802396674003,0.3815886703824072,0.689453125,0.5161564285555481,0.1016949152542373,0.5142857142857142,0.05642633228840126,0.05329153605015674,688.0,18.0,301.0,17.0
37,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6526818348752209,0.32257532327990107,0.779296875,0.5381507843514455,0.19285714285714284,0.391304347826087,0.12796208530805686,0.1990521327014218,771.0,27.0,184.0,42.0
38,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.5962808652872914,0.3704191402610781,0.689453125,0.5443118423840124,0.2772727272727273,0.40397350993377484,0.21107266435986158,0.31141868512110726,645.0,61.0,228.0,90.0
39,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.7085082938741475,0.40543594211466116,0.8056640625,0.5347479079186397,0.1459227467811159,0.6071428571428571,0.08292682926829269,0.05365853658536585,808.0,17.0,188.0,11.0
40,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9995609710335732,0.9991917959161599,0.9861572265625,0.9856311336210833,,,,,,,,
41,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996808173201213,0.9992526223824442,0.991572265625,0.9890720028111385,0.9857506109239812,0.9885908262957444,0.9829266686423656,0.011343804537521814,143373.0,59701.0,1037.0,689.0
42,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996920426230762,0.9988136692087464,0.99234375,0.9878443915159625,0.9810851890274797,0.9818906193408186,0.9802810789962153,0.018079695296868595,162567.0,40665.0,818.0,750.0
43,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9998985386048347,0.9997603221510478,0.99521484375,0.9940709078815959,0.9918342859999667,0.9923634847853272,0.9913056513266377,0.007628374889655057,144303.0,59517.0,522.0,458.0
44,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9987476268157734,0.9984437733326117,0.9943212890625,0.9900335288149853,0.9862806856118247,0.9898889441405603,0.982698636577339,0.010037611659614481,161833.0,41804.0,736.0,427.0
45,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6559696197509766,0.36499406802774365,0.3671875,0.35702977960259485,,,,,,,,
46,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.6063363357854378,0.39324449035626907,0.7060546875,0.5151391462273669,0.09063444108761329,0.5172413793103449,0.04966887417218543,0.046357615894039736,708.0,15.0,287.0,14.0
47,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6810151975341339,0.33676964152209987,0.765625,0.5357229394296276,0.1946308724832215,0.37662337662337664,0.13122171945701358,0.2171945701357466,755.0,29.0,192.0,48.0
48,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.6249838223602715,0.39119412781169366,0.6875,0.5441973117384954,0.27272727272727265,0.4225352112676056,0.20134228187919462,0.2751677852348993,644.0,60.0,238.0,82.0
49,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.6893611659456508,0.3439228099791247,0.8037109375,0.5364448017856394,0.1589958158995816,0.5277777777777778,0.09359605911330049,0.08374384236453201,804.0,19.0,184.0,17.0
50,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9994791890184084,0.9991128303152612,0.9862548828125,0.9857446523077918,,,,,,,,
51,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996640224320577,0.999207276232506,0.99142578125,0.9888496050257818,0.9854404351286814,0.9883413441548722,0.9825565053487872,0.011590416825118632,143618.0,59426.0,1055.0,701.0
52,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996660310422912,0.9987402460862681,0.9922802734375,0.9882423250762906,0.9811949139438345,0.9809965513140683,0.9813933568097459,0.01901113543352051,161973.0,41246.0,782.0,799.0
53,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9998972859154295,0.9997602089906821,0.995419921875,0.9942610350742994,0.992246011407787,0.9930669314139158,0.9914264475097051,0.006921615594284299,143846.0,60016.0,519.0,419.0
54,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9983708816572825,0.9981285464165318,0.9943359375,0.9897441100676264,0.9860523278183917,0.9901477832512315,0.9819906121275984,0.009771050866941277,162636.0,41004.0,752.0,408.0
55,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6602417627970377,0.3766306087144681,0.3955078125,0.38726549951113903,,,,,,,,
56,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.6263550638550639,0.3926781336125441,0.7001953125,0.5044735669735669,0.07250755287009063,0.34285714285714286,0.04054054054054054,0.0777027027027027,705.0,12.0,284.0,23.0
57,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6773689333889584,0.36317487817654437,0.7724609375,0.5492727019885969,0.22591362126245848,0.4473684210526316,0.1511111111111111,0.18666666666666668,757.0,34.0,191.0,42.0
58,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.6217636624396137,0.3822199613182272,0.69921875,0.555102657004831,0.29680365296803657,0.43333333333333335,0.22569444444444445,0.2951388888888889,651.0,65.0,223.0,85.0
59,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.7016759134159313,0.4151668985320888,0.7998046875,0.5403311581912783,0.16326530612244897,0.6666666666666666,0.09302325581395349,0.046511627906976744,799.0,20.0,195.0,10.0
60,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.99959888321956,0.9991927001129028,0.98591796875,0.9854950001427712,,,,,,,,
61,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.999661303737104,0.9992016747695239,0.9912841796875,0.9884972201599013,0.9851612313268436,0.9886376908317344,0.981709135491567,0.011282680009277974,143761.0,59254.0,1104.0,681.0
62,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996750999548438,0.9987597729791684,0.99240234375,0.9884679621961976,0.9813585719420151,0.9808885163453479,0.9818290782692077,0.019129809421071557,162287.0,40957.0,758.0,798.0
63,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9998955312918493,0.9997551030923267,0.9952685546875,0.9941551017225881,0.9919741582805317,0.9925084942404906,0.9914403973509934,0.007483443708609271,143948.0,59883.0,517.0,452.0
64,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9989759982613194,0.9985879888701155,0.994111328125,0.989614801753276,0.9856993786463027,0.9894774431615284,0.9819500555201172,0.010442507146738488,162031.0,41563.0,764.0,442.0
65,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6479368209838867,0.37048584518389516,0.357421875,0.3578995310548452,,,,,,,,
66,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.6178700158954038,0.419732640789113,0.6953125,0.5232856471220364,0.13333333333333333,0.5333333333333333,0.0761904761904762,0.06666666666666667,688.0,24.0,291.0,21.0
67,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6930448925342334,0.34665529157424735,0.77734375,0.5474487446296263,0.22448979591836735,0.39759036144578314,0.15639810426540285,0.23696682464454977,763.0,33.0,178.0,50.0
68,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.559624170824492,0.3529911245315084,0.685546875,0.5269063868020111,0.23333333333333334,0.35507246376811596,0.17375886524822695,0.31560283687943264,653.0,49.0,233.0,89.0
69,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.7065800330033003,0.4324116445938079,0.8046875,0.5489090575724239,0.18699186991869918,0.7666666666666667,0.10648148148148148,0.032407407407407406,801.0,23.0,193.0,7.0
70,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9995137828906376,0.9991341141062094,0.98591796875,0.9853887108242182,,,,,,,,
71,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996723972131757,0.999226233086157,0.99158203125,0.9891214691151312,0.9856874823584106,0.9882636923589146,0.9831246687864335,0.011675278219395867,143711.0,59365.0,1019.0,705.0
72,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996733099135159,0.9987668269822166,0.9921533203125,0.9881647470897664,0.9809156225877323,0.9804382403912352,0.9813934698921154,0.0195808184021672,161894.0,41299.0,783.0,824.0
73,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9998930842898822,0.9997505014293628,0.9951025390625,0.9938226111166806,0.9917220319399167,0.9927626034798989,0.9906836394815817,0.007222240543481846,143716.0,60081.0,565.0,438.0
74,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9985336360841272,0.9982176495397272,0.9940966796875,0.9892851001343763,0.9854363669216407,0.9897403634427856,0.9811696411437344,0.010170792554212243,162688.0,40903.0,785.0,424.0
75,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6555226643880209,0.3716728784718743,0.3720703125,0.36284319637151957,,,,,,,,
76,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.6268638374569884,0.4211602209124643,0.7080078125,0.5320652866531943,0.16246498599439776,0.5686274509803921,0.09477124183006536,0.0718954248366013,696.0,29.0,277.0,22.0
77,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6824531240050248,0.3517406696130842,0.78515625,0.5562656663366967,0.2413793103448276,0.45454545454545453,0.1643192488262911,0.19718309859154928,769.0,35.0,178.0,42.0
78,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.6126781798245614,0.38514770040742724,0.67578125,0.541374269005848,0.2782608695652174,0.41025641025641024,0.21052631578947367,0.3026315789473684,628.0,64.0,240.0,92.0
79,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.6589954238527895,0.3285660892623913,0.802734375,0.5219528118822655,0.10619469026548672,0.48,0.05970149253731343,0.06467661691542288,810.0,12.0,189.0,13.0
80,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9994816267609596,0.9991026615502083,0.9858642578125,0.9853297951734858,,,,,,,,
81,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996520430826205,0.9991785910064825,0.991357421875,0.9887914996226252,0.9852806652806653,0.9880249507988925,0.9825515822994759,0.011908710940091554,143790.0,59240.0,1052.0,718.0
82,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996835435828825,0.9987926929562029,0.992373046875,0.9885016068878902,0.9813648293963254,0.9807797782282103,0.9819505789662171,0.019243165811149578,162109.0,41129.0,756.0,806.0
83,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9998954205612165,0.9997566661079289,0.995205078125,0.9940053564130263,0.9919170302082476,0.9927832333750741,0.9910523372479357,0.007204184348169347,143564.0,60254.0,544.0,438.0
84,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9983881869237441,0.9980797387687718,0.9939404296875,0.9889411877754546,0.985094704476393,0.9897427233672829,0.9804901374775852,0.010161386730424387,162550.0,41009.0,816.0,425.0
85,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6442753473917643,0.3675200934748576,0.3681640625,0.3579659618735473,,,,,,,,
86,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.553137114972901,0.3168453003723249,0.720703125,0.5081779080756842,0.07741935483870968,0.375,0.04316546762589928,0.07194244604316546,726.0,12.0,266.0,20.0
87,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6890583218905832,0.3528752423906075,0.78125,0.5426272554262725,0.2112676056338028,0.36585365853658536,0.1485148514851485,0.25742574257425743,770.0,30.0,172.0,52.0
88,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.6063335426572172,0.40517800046577424,0.66796875,0.5438593343500493,0.29166666666666663,0.42168674698795183,0.2229299363057325,0.3057324840764331,614.0,70.0,244.0,96.0
89,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.6929142481655898,0.4027212760218475,0.791015625,0.5486803197897273,0.18939393939393936,0.7352941176470589,0.10869565217391304,0.0391304347826087,785.0,25.0,205.0,9.0
90,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9995748875419299,0.9991847618780012,0.98560546875,0.9851130925837783,,,,,,,,
91,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996774332386129,0.9992506919405173,0.9913427734375,0.9887461029261764,0.9854190481673067,0.988532677743495,0.9823249713067717,0.011395310706673226,143115.0,59912.0,1078.0,695.0
92,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996693131782604,0.9987475016669652,0.9921826171875,0.9879613587397147,0.9808233617209865,0.9808116136450747,0.9808351100783365,0.019188846034065593,162256.0,40943.0,800.0,801.0
93,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9998884909562629,0.9997423945387377,0.99501953125,0.9937642779314657,0.991574286705546,0.9924596940884663,0.9906904577191621,0.007526863971741247,143761.0,60019.0,564.0,456.0
94,cae_200,build_synthetic_dataset_cae_cached,reconstruction,guanine,train,0.9988302224508149,0.9984651751264959,0.99404296875,0.9893955639868026,0.9852407452213888,0.9889255877210025,0.9815832610162954,0.010992189759907435,162860.0,40720.0,764.0,456.0
95,cae_200,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,train,0.6446676254272461,0.3657750453450355,0.3505859375,0.3437966022329204,,,,,,,,
96,cae_200,build_synthetic_dataset_cae_cached,gap_filling,adenine,train,0.5727197952422309,0.36015519360399095,0.701171875,0.5120552515129375,0.09467455621301775,0.43243243243243246,0.053156146179401995,0.06976744186046512,702.0,16.0,285.0,21.0
97,cae_200,build_synthetic_dataset_cae_cached,gap_filling,cytosine,train,0.6568090799391406,0.3384917935968278,0.7841796875,0.5429804771981369,0.20216606498194947,0.42424242424242425,0.13270142180094788,0.18009478672985782,775.0,28.0,183.0,38.0
98,cae_200,build_synthetic_dataset_cae_cached,gap_filling,thymine,train,0.6159399020381208,0.3962227931052262,0.6884765625,0.5498660820751775,0.28635346756152125,0.4413793103448276,0.2119205298013245,0.2682119205298013,641.0,64.0,238.0,81.0
99,cae_200,build_synthetic_dataset_cae_cached,gap_filling,guanine,train,0.6976248976248975,0.3767664083099531,0.7978515625,0.5265765765765766,0.11914893617021277,0.56,0.06666666666666667,0.05238095238095238,803.0,14.0,196.0,11.0
100,cae_200,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,train,0.9994861457943915,0.9991228255933344,0.9860400390625,0.9854845091455755,,,,,,,,
101,cae_200,build_synthetic_dataset_cae_cached,reconstruction,adenine,train,0.9996546797516296,0.9991877063494929,0.991328125,0.9887383631687245,0.9853038527737322,0.9882313884969707,0.9823936108773493,0.011699090804085606,143488.0,59536.0,1067.0,709.0
102,cae_200,build_synthetic_dataset_cae_cached,reconstruction,cytosine,train,0.9996917892117957,0.9988228865403466,0.9924658203125,0.9884464030264954,0.9815105508489809,0.9813576785757074,0.9816634707574304,0.018648130393096835,162302.0,40955.0,765.0,778.0
103,cae_200,build_synthetic_dataset_cae_cached,reconstruction,thymine,train,0.9999021507923914,0.9997743364335118,0.995390625,0.9943363816042631,0.9922731886193235,0.9928257878529778,0.9917212041884816,0.0071662303664921465,143242.0,60614.0,506.0,438.0
