,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
0,cae_500,single_gap,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,single gap train,0.8882432305636897,0.7803359676740638,0.63998451171875,0.6268012776643335,,,,,,,,
1,cae_500,single_gap,build_synthetic_dataset_cae_cached,reconstruction,adenine,single gap train,0.8626248170816644,0.7668714376074401,0.8122184765625,0.709553017268552,0.5907339585602561,0.831053202884121,0.45822659486277767,0.09315398254493747,34646871.0,6938715.0,8203826.0,1410588.0
2,cae_500,single_gap,build_synthetic_dataset_cae_cached,reconstruction,cytosine,single gap train,0.9038819831587348,0.7838242660034518,0.88983318359375,0.7461558492706584,0.6508169264498453,0.9198149764827158,0.5035536644913852,0.043897374430514155,40302962.0,5256497.0,5182305.0,458236.0
3,cae_500,single_gap,build_synthetic_dataset_cae_cached,reconstruction,thymine,single gap train,0.8886586948046358,0.8145865495628942,0.837141796875,0.7448758446872218,0.653572507292421,0.884486551294268,0.5182676927318247,0.06768547068648198,34996075.0,7865585.0,7311099.0,1027241.0
4,cae_500,single_gap,build_synthetic_dataset_cae_cached,reconstruction,guanine,single gap train,0.8793764138327801,0.7274740093983568,0.87107556640625,0.6975019551255112,0.5612693638193054,0.9171827903173813,0.40435796951399894,0.03651158645976196,40376774.0,4222295.0,6219678.0,381253.0
5,cae_500,single_gap,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,single gap train,0.6085639905134836,0.33892389730484646,0.340771484375,0.32253270256616023,,,,,,,,
6,cae_500,single_gap,build_synthetic_dataset_cae_cached,gap_filling,adenine,single gap train,0.5850831175205944,0.372140106166461,0.703095703125,0.5135056371121421,0.08855712444164643,0.48553583168967784,0.04872175490681181,0.051624608279729506,70520.0,1477.0,28838.0,1565.0
7,cae_500,single_gap,build_synthetic_dataset_cae_cached,gap_filling,cytosine,single gap train,0.6022283807190458,0.29302999160351106,0.794013671875,0.5136189750326444,0.07107940282732196,0.46918604651162793,0.0384523752799352,0.04350312097965407,80500.0,807.0,20180.0,913.0
8,cae_500,single_gap,build_synthetic_dataset_cae_cached,gap_filling,thymine,single gap train,0.5814037794025096,0.3601454766390157,0.70236328125,0.5089217624191255,0.06709519436792165,0.4523318200577796,0.03623499851224915,0.043872119549046185,70826.0,1096.0,29151.0,1327.0
9,cae_500,single_gap,build_synthetic_dataset_cae_cached,gap_filling,guanine,single gap train,0.5937384930562732,0.2815347903299902,0.797314453125,0.5051042438706308,0.02379944499318,0.6170731707317073,0.012133710613399837,0.007529614886576184,81392.0,253.0,20598.0,157.0
