,model,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
0,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7547321319580078,0.5463262417081752,0.4794921875,0.45642604821955896,,,,,,,,
1,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7232934634913823,0.5468175519222183,0.7177734375,0.5602427948222842,0.24543080939947778,0.7014925373134329,0.14873417721518986,0.06329113924050633,688.0,47.0,269.0,20.0
2,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7583596765243199,0.4855772216918303,0.83984375,0.5910414445421273,0.31092436974789917,0.8222222222222222,0.19170984455958548,0.04145077720207254,823.0,37.0,156.0,8.0
3,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7491215613450581,0.6061522583321506,0.7490234375,0.5978799133395234,0.3460559796437659,0.7816091954022989,0.2222222222222222,0.06209150326797386,699.0,68.0,238.0,19.0
4,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7485425778612733,0.49015890218860414,0.8154296875,0.5798661461238148,0.28679245283018867,0.6785714285714286,0.18181818181818182,0.0861244019138756,797.0,38.0,171.0,18.0
5,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.760777473449707,0.550807212892811,0.4697265625,0.4564698586787884,,,,,,,,
6,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7172715697915624,0.5286068251660645,0.7578125,0.5825858476035154,0.3033707865168539,0.7397260273972602,0.19081272084805653,0.06713780918727916,722.0,54.0,229.0,19.0
7,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7752018082014853,0.5137712088417233,0.8232421875,0.5883318167141222,0.30651340996168586,0.7692307692307693,0.19138755980861244,0.05741626794258373,803.0,40.0,169.0,12.0
8,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7212596879336424,0.5733488445435632,0.73046875,0.5785899455200139,0.2923076923076923,0.7808219178082192,0.17981072555205047,0.050473186119873815,691.0,57.0,260.0,16.0
9,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.8018110213585535,0.5852896490656396,0.828125,0.6026504153850576,0.34328358208955223,0.8679245283018868,0.21395348837209302,0.03255813953488372,802.0,46.0,169.0,7.0
10,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7561537424723307,0.5534212693240277,0.4697265625,0.45563651947139744,,,,,,,,
11,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7392602902585069,0.5300386415764617,0.759765625,0.5763994606585185,0.28488372093023256,0.7313432835820896,0.17689530685920576,0.06498194945848375,729.0,49.0,228.0,18.0
12,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7748181792048753,0.5524248582748821,0.8212890625,0.5897864144651738,0.30943396226415093,0.82,0.19069767441860466,0.04186046511627907,800.0,41.0,174.0,9.0
13,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7249737641911875,0.5780554179087937,0.7412109375,0.5814423107500942,0.29708222811671087,0.8,0.18241042345276873,0.04560260586319218,703.0,56.0,251.0,14.0
14,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7638103184536226,0.545046023943353,0.822265625,0.6019413155333055,0.3405797101449275,0.9215686274509803,0.2088888888888889,0.017777777777777778,795.0,47.0,178.0,4.0
15,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7629206975301106,0.5513564962017135,0.4775390625,0.46958258355945126,,,,,,,,
16,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.6971742368660931,0.5193251085282955,0.703125,0.546681784832922,0.21649484536082475,0.6086956521739131,0.13166144200626959,0.08463949843260188,678.0,42.0,277.0,27.0
17,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.795036812927371,0.5618533594101762,0.830078125,0.5982056976967873,0.3307692307692307,0.8775510204081632,0.2037914691943128,0.02843601895734597,807.0,43.0,168.0,6.0
18,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7389638208224467,0.5626992693725555,0.75390625,0.5860603064755314,0.31521739130434784,0.7341772151898734,0.20069204152249134,0.0726643598615917,714.0,58.0,231.0,21.0
19,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7885225885225886,0.5531871785474933,0.833984375,0.6073081390154561,0.356060606060606,0.7966101694915254,0.22926829268292684,0.05853658536585366,807.0,47.0,158.0,12.0
20,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7640641530354818,0.5592103844585096,0.4873046875,0.4736507554048148,,,,,,,,
21,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7328199812881804,0.5619535280112539,0.7373046875,0.5710086037680469,0.27100271002710025,0.746268656716418,0.16556291390728478,0.056291390728476824,705.0,50.0,252.0,17.0
22,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7882375481086198,0.5651879547590093,0.8193359375,0.594566191262404,0.3223443223443223,0.8461538461538461,0.19909502262443438,0.03619909502262444,795.0,44.0,177.0,8.0
23,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7454702608759961,0.5696985405744931,0.740234375,0.5635827463161203,0.23999999999999996,0.8076923076923077,0.14093959731543623,0.03355704697986577,716.0,42.0,256.0,10.0
24,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7577386702507456,0.511660591860796,0.8369140625,0.6090643994167871,0.36015325670498083,0.8103448275862069,0.2315270935960591,0.054187192118226604,810.0,47.0,156.0,11.0
25,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7709935506184895,0.5702744509602963,0.4873046875,0.4726712104546407,,,,,,,,
26,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7403196465696464,0.5876491139686665,0.7578125,0.5951143451143451,0.33333333333333326,0.8157894736842105,0.20945945945945946,0.0472972972972973,714.0,62.0,234.0,14.0
27,cnn_200,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7973967459324156,0.5793511317767838,0.818359375,0.6026310666110416,0.34507042253521125,0.8305084745762712,0.21777777777777776,0.044444444444444446,789.0,49.0,176.0,10.0
