,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
0,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,all_nucleotides,single gap train,0.8976363579675202,0.7943375902423181,0.656710859375,0.6496566080604131,,,,,,,,
1,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,adenine,single gap train,0.8788925611604611,0.7872533960101986,0.8177798828125,0.7166610021358248,0.6036083705917822,0.8460121178860002,0.4691772807754112,0.08539784983593621,34766917.0,7103413.0,8036734.0,1292936.0
2,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,cytosine,single gap train,0.9125208941064007,0.7996020650308291,0.89243939453125,0.7588387066052841,0.6692424075074743,0.8988917915649153,0.5330567636079911,0.059958734597829765,40121465.0,5571432.0,4880423.0,626680.0
3,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,thymine,single gap train,0.8930012425956968,0.8199691740657115,0.838388359375,0.751368034085752,0.6634655179818756,0.865426736356733,0.5379307452056359,0.08364786174867753,34769030.0,8156454.0,7006193.0,1268323.0
4,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,reconstruction,guanine,single gap train,0.8919696074339029,0.7484118732427876,0.87387337890625,0.7142616453147239,0.5898964917282101,0.8761156133043583,0.444637427693909,0.06287256407180572,40097923.0,4644394.0,5800957.0,656726.0
5,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,all_nucleotides,single gap train,0.613743443441391,0.34381648833648293,0.344658203125,0.3273780829907225,,,,,,,,
6,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,adenine,single gap train,0.5883452635565471,0.3749840677224675,0.700732421875,0.5172938034094459,0.11294757866095465,0.47971477747725594,0.06400918635170603,0.06942257217847769,69804.0,1951.0,28529.0,2116.0
7,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,cytosine,single gap train,0.6047575753016972,0.2981557694519403,0.797158203125,0.5177201778591262,0.08517947588636865,0.5198924731182796,0.04639002158791077,0.042840009594627006,80662.0,967.0,19878.0,893.0
8,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,thymine,single gap train,0.5829329829453775,0.3625275398948473,0.700966796875,0.5103025477084785,0.07520159463622361,0.45940959409594095,0.040952600243413045,0.048189204302490046,70534.0,1245.0,29156.0,1465.0
9,cae_500,multivariate_gaps,build_synthetic_dataset_cae_cached,gap_filling,guanine,single gap train,0.5930281473570302,0.28617545802400346,0.79943359375,0.5067580122729446,0.030952156270642635,0.6307692307692307,0.015865338105833415,0.009287027183902487,81534.0,328.0,20346.0,192.0
