,model,trained_on,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
0,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,all_nucleotides,multivariate gaps train,0.7434727380860675,0.5386038180058037,0.46549896484375,0.46581761159097457,,,,,,,,
1,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,adenine,multivariate gaps train,0.7341489593088184,0.5662475791278652,0.740245712890625,0.5742833636865964,0.2767202159078954,0.7839318676479946,0.16801369670773808,0.046308113186053,70712925.0,5088236.0,25196414.0,1402425.0
2,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,cytosine,multivariate gaps train,0.764261818599913,0.524605282584856,0.823009345703125,0.6146789760188017,0.37722050526465245,0.6672024449284534,0.26294039836111144,0.13115347878184108,78787308.0,5488849.0,15386030.0,2737813.0
3,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,thymine,multivariate gaps train,0.7366767749384919,0.576772815884695,0.743721123046875,0.5816164858153787,0.2978284607878574,0.7938169929998016,0.1832999537923078,0.04760963293702745,70591523.0,5565520.0,24797390.0,1445567.0
4,cae_1000,single_gap,build_multivariate_dataset_cae_cached,reconstruction,guanine,multivariate gaps train,0.7443957672369358,0.4958055621776677,0.820735087890625,0.5915514172168411,0.31755814755380346,0.7093356390281138,0.2045705434653023,0.08382684165070814,79772339.0,4270934.0,16606627.0,1750100.0
5,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,all_nucleotides,multivariate gaps train,0.6287661480267843,0.39576080271864594,0.36123046875,0.3642400570305745,,,,,,,,
6,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,adenine,multivariate gaps train,0.6299098182483427,0.43138850400079226,0.71966796875,0.5273204845149715,0.11515936132174343,0.7731788079470199,0.06221274895090921,0.018250849263971226,71826.0,1868.0,28158.0,548.0
7,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,cytosine,multivariate gaps train,0.6452734266061859,0.37162728135991363,0.802470703125,0.5549646358437142,0.22116976627777138,0.5559427022841656,0.13804373948570056,0.1102619562605143,79301.0,2872.0,17933.0,2294.0
8,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,thymine,multivariate gaps train,0.6257043323620053,0.43580098666851924,0.71634765625,0.5288847384917312,0.12035130224106602,0.7894318633293603,0.06514113365898436,0.01737534013047897,71367.0,1987.0,28516.0,530.0
9,cae_1000,single_gap,build_multivariate_dataset_cae_cached,gap_filling,guanine,multivariate gaps train,0.6417839374182213,0.37957193549829416,0.80791015625,0.5473797844936444,0.18320737480275726,0.7314323607427056,0.10471850375011868,0.03845058387923669,80524.0,2206.0,18860.0,810.0
